previous_score,study_hours,distraction_time,lessons_completed,sleep_hours,group_study,learning_style,effective_study,score
92,6.433493785571251,1.2770674234260975,8,4.999206356409697,1,theory,5.156426362145154,88.38998545474645
83,2.0284057005011897,1.3035664995995826,12,4.2776251640457525,1,practice,0.7248392009016071,69.82248660104969
65,4.730541257832649,0.3462715314292997,13,6.842324492539699,1,practice,4.38426972640335,83.70951432945391
71,8.771663265516612,4.799132590379645,11,7.257578416644462,0,practice,3.9725306751369667,76.88287997359568
45,9.306642086186363,2.3912764728796185,12,5.053907246773441,1,practice,6.9153656133067445,95.15069758857723
71,5.191301100869318,4.47907298685941,1,6.782281029127282,1,theory,0.7122281140099087,48.163272020777335
94,5.327532802801662,1.6110775172231417,17,8.282467013812868,1,theory,3.7164552855785207,100.0
43,9.266092524453711,0.6261678521641356,16,8.1753297272751,1,theory,8.639924672289576,97.07502233886359
94,6.283614017229105,2.3716805495310695,11,8.636775902931486,1,theory,3.9119334676980357,88.48237989830832
50,1.295620032190945,0.5697831735715858,13,5.829429047784402,0,theory,0.7258368586193592,58.024670445976724
95,9.21474516591216,2.4300775148876994,18,5.590247862754594,0,theory,6.78466765102446,100.0
98,3.2340379848143668,4.601485906097039,11,7.747130029904043,0,practice,-1.3674479212826718,62.408436002427706
56,6.198687586823925,2.6038407091710636,12,6.155562025485025,0,theory,3.5948468776528615,61.442179981081765
77,2.4896198568517645,3.0824986344754173,6,4.437743320138903,1,practice,-0.5928787776236528,47.873306055153414
63,1.3049124422193548,0.7831921848690415,9,5.414005653352499,0,practice,0.5217202573503132,53.08364209735437
44,3.8032585401948165,0.21867812939984743,16,6.092911427657445,1,practice,3.584580410794969,75.20281510393386
91,8.024461367914789,0.5540398108990352,4,5.4625821273812605,0,theory,7.4704215570157535,87.86032371503626
73,3.498284553664763,2.992657878421828,3,5.6610278547366075,0,practice,0.5056266752429348,46.7857684893832
45,2.9808749267298733,0.4750584949615233,16,5.468879530871954,0,theory,2.5058164317683502,61.71795699916513
61,2.9141270590710366,1.879964449706557,12,4.207495835915397,1,practice,1.0341626093644796,53.4266135999689
50,5.636563141661314,2.75045970229078,11,7.185473504122212,1,practice,2.8861034393705336,72.07980680833111
87,9.779871841144807,1.9432639931492353,5,6.986462101767346,0,theory,7.836607847995571,95.94495501052612
55,5.130900892153117,0.8184190073265074,18,7.266917492393403,1,practice,4.31248188482661,87.3428266158082
72,6.015748320010431,1.3689565375705326,19,4.961549480168137,0,practice,4.646791782439898,87.92131915867496
48,8.745688161016606,4.641587664242885,6,5.478272708062427,0,practice,4.104100496773721,58.77618011731806
99,5.815627470402927,3.379911377931777,18,7.098079634724611,0,practice,2.4357160924711505,93.77632187573995
98,2.660165842769705,2.4802391933994326,6,6.998137842299607,1,theory,0.17992664937027225,74.7393168105221
45,3.6963632058982934,0.06357444993446759,4,6.531651546771339,0,practice,3.632788755963826,58.49993112249753
55,3.789432336417498,4.962077002447351,12,5.752066250050987,0,practice,-1.1726446660298526,42.309363560207274
68,4.575863039118381,3.3572746744732163,19,8.56465502387345,0,theory,1.2185883646451652,75.64343315744428
42,4.841100148030744,1.5846123867247246,2,5.698851211494219,1,practice,3.2564877613060195,46.42173572789556
59,8.198038198668424,4.396343299989191,17,6.2780957821862575,0,practice,3.8016948986792336,79.66206340150381
99,4.144482991443997,1.2921581014590906,11,7.390569154771043,1,practice,2.8523248899849065,84.08050550826219
98,5.214086455972414,2.720082895913758,11,6.71510715433382,0,practice,2.4940035600586556,83.97435083390906
75,6.624783883459471,3.1803538186491256,16,5.734429881821928,1,theory,3.444430064810345,72.47342880870532
58,4.399533526961523,1.1053168572686423,2,6.178223952282549,0,practice,3.294216669692881,57.703372799403226
65,8.529083319630995,4.89198639400298,2,7.97240408926753,0,theory,3.6370969256280157,64.50718024570229
42,6.287082438106669,3.7409595298949876,8,5.390645777433062,1,practice,2.5461229082116814,61.62561851166273
58,3.646402112988744,2.7890661275553494,13,4.711276198884077,1,practice,0.8573359854333944,63.7931800977049
59,7.426532798108454,0.9029729908765044,10,5.565816009148886,0,practice,6.523559807231949,78.93094212818724
71,5.748829571303072,0.26929103499013063,8,8.247671077439506,1,theory,5.479538536312941,91.11452524113626
46,5.810103021315222,1.6002991626049172,4,4.444948574281733,0,practice,4.2098038587103055,53.49857905604349
91,5.3297915354882734,3.765936679567014,15,8.95848036686226,0,practice,1.5638548559212593,74.96470122610947
80,5.473107539391241,1.3466564915101253,1,6.705014494638313,0,theory,4.126451047881115,68.33644392732667
72,7.888206529596166,2.6977811024775256,11,8.924228719835469,1,theory,5.19042542711864,88.97931747241066
79,1.9268333139818397,3.639735883653716,7,8.694982110429887,0,theory,-1.7129025696718763,50.92655895448539
78,4.00926530179434,0.5397185732323218,17,6.264068571054584,1,theory,3.469546728562018,97.83311993629547
57,1.679530274235003,3.426490080579367,18,4.992455373026745,0,practice,-1.746959806344364,52.17404622799246
79,7.779215986727058,0.4593544385502235,12,4.824423882825692,1,practice,7.319861548176835,93.76148125058556
40,3.450716692482695,4.825648710634983,9,5.199946819349788,1,practice,-1.374932018152288,40.84730857601915
50,9.076873688369957,2.441970650324698,5,7.550663202822687,0,practice,6.634903038045259,77.58855444655386
67,5.739206199933644,0.7533805385493869,10,5.364749973657439,1,theory,4.985825661384257,74.78281910907661
96,8.206747943375088,1.7119181801677326,4,5.707126348021491,0,practice,6.494829763207356,80.25721267470648
64,9.81038292054365,2.067082246476307,5,6.243894019973074,0,practice,7.743300674067344,79.41760361418926
89,8.558099735109135,3.7909250553826865,10,8.566163402107282,0,practice,4.767174679726448,95.74970920620542
62,8.802943840103712,3.7171189303830463,11,4.946967089424231,0,practice,5.085824909720666,75.11504805923656
70,4.671860458283602,3.059702526686655,10,4.025132763049015,0,theory,1.612157931596947,59.51676777885982
69,5.9655033573340575,0.5296535627924648,8,4.30048205189085,1,practice,5.435849794541593,71.68756472260883
81,3.2849970763897387,0.7578468579383679,2,8.52383170840059,0,practice,2.5271502184513706,69.39950940414515
74,2.7650178972410755,0.46878460322778315,8,7.237582324216816,1,practice,2.2962332940132923,60.48041279671141
46,5.549570911954304,2.88586391643775,16,5.365203096639034,1,theory,2.663706995516554,66.17205359052241
99,6.355440817303785,4.38569220755702,5,4.885962505055955,0,theory,1.9697486097467651,68.81298735441472
55,4.053441213065719,2.169002561273859,3,5.471333683185572,1,practice,1.8844386517918603,44.25170340013372
65,6.124991659871503,0.804240869788731,12,4.573984636256401,0,practice,5.320750790082772,82.82236962017889
87,8.987144342621527,2.790211625744835,13,8.707664551422205,1,practice,6.196932716876692,100.0
96,6.010494263050295,4.058761084328549,13,7.921030871826334,1,theory,1.9517331787217458,80.37037467317987
91,7.48731786679456,3.70856030756465,10,6.311955884562703,1,practice,3.7787575592299096,92.35010988849731
99,8.247834706221145,4.407253898375107,4,8.32481302557601,0,practice,3.840580807846038,82.22218105587724
88,9.898559037598986,1.389510486244339,9,5.247291021466161,1,practice,8.509048551354647,100.0
41,6.428776619592816,0.9697693363388743,2,7.585602842360967,0,theory,5.459007283253942,66.95729002375514
40,8.261651340663274,4.3990824297096935,19,8.280662495068718,1,practice,3.8625689109535806,70.27767479740069
87,9.663843866993872,3.2878015638901155,1,5.783843558116363,1,practice,6.376042303103757,85.92181183160312
51,9.49968753019546,1.5546446500377709,7,7.787322227253588,1,theory,7.94504288015769,85.3947329328239
44,2.2697366389994222,3.711740252862546,17,5.475361746321546,1,theory,-1.4420036138631236,46.69434146945791
76,4.657530774461698,4.0755919224018395,3,5.494285676295154,0,practice,0.5819388520598583,50.98547100121753
71,3.915910549961197,3.074891201705662,3,4.53528589277093,0,theory,0.8410193482555348,44.36046465977227
98,1.782325134553144,3.4394205493995758,3,6.200290232546994,1,practice,-1.6570954148464319,53.78770876814444
94,6.699166974198645,1.8762995222133316,17,7.648559532487111,1,theory,4.822867451985314,100.0
48,7.623141518764021,2.6934783367151955,7,8.701104027856424,0,theory,4.9296631820488255,72.59156903937726
80,8.633152859201951,2.620795853630811,14,7.018984959645481,0,practice,6.01235700557114,94.64864698707022
74,2.1049920069643764,4.24023895565386,17,8.315677688678695,0,practice,-2.1352469486894834,55.73045418811929
58,8.887996682877645,4.199819901410913,18,8.112473246451135,0,practice,4.688176781466733,86.16424254649841
87,6.786330072528279,4.163402346735216,13,4.8667152648764045,1,theory,2.6229277257930628,79.6339485063184
55,7.335515216246585,0.05515807131232897,18,6.429087144563157,1,practice,7.280357144934256,100.0
42,9.195616031862736,3.7477274223444415,4,4.584617677626957,0,practice,5.447888609518294,66.5682103984131
59,6.62285143938926,3.793381950555024,1,7.410765807808175,0,practice,2.8294694888342358,50.80239917049056
63,4.022792714348515,3.391894114275709,18,8.74949834123038,0,practice,0.6308986000728063,73.15477806948718
93,8.425965982803937,3.781323289457263,1,4.685447290393783,0,practice,4.6446426933466745,69.85549317779069
95,4.267532909755815,4.209851857483543,13,7.669415654012706,0,theory,0.057681052272271494,73.77856966373189
72,1.308052997384762,2.3515952705089282,10,7.161190754339305,0,practice,-1.0435422731241661,54.19923388077166
63,8.475890559087247,2.5102510674422356,11,6.918025185040499,1,practice,5.965639491645012,91.00182290708406
91,4.1067293039314805,0.6235702845569524,9,5.950601173441696,1,theory,3.4831590193745283,67.71130353466899
50,7.964510708812062,1.926879415236809,9,5.775658238769063,1,practice,6.037631293575253,80.07196627484909
88,4.2648210519935095,3.2168258995589216,5,4.22624594509444,0,practice,1.0479951524345879,54.397862506278585
47,8.749612179772495,3.9019988807363726,1,5.089543541260067,0,practice,4.847613299036122,51.19246400654273
75,2.9755947257286284,1.0860454884560529,17,4.075884411434134,0,practice,1.8895492372725755,77.0707984000415
77,9.770925386789829,0.689114495796177,2,6.907085527910103,1,practice,9.081810890993651,100.0
79,8.017828973092277,3.315210022502461,13,4.529266179389544,0,theory,4.702618950589816,87.11664283193521
59,2.0281413332835716,0.009399417624553208,9,8.365096970148581,0,theory,2.0187419156590183,61.33114548253678
74,6.091989579699044,0.8918629215366491,4,6.615715103485826,1,theory,5.200126658162395,72.45203524708907
87,9.868305810175611,0.14535690171976867,5,7.498449545293543,0,practice,9.722948908455843,90.88042149231788
64,5.239589074244329,0.8344255892743546,11,6.054285459202482,1,theory,4.405163484969975,80.14696832616161
74,2.6389642493942493,0.9065963996275261,19,6.802899045005243,1,practice,1.7323678497667232,86.26271787781629
64,5.363005304353115,1.938367973751971,3,8.713295884833151,0,practice,3.4246373306011444,64.14046087218188
68,5.612118902937294,2.0116356234327797,12,4.4136701981183535,1,practice,3.6004832795045147,79.69848783794923
57,7.67518249805799,4.371312353051189,19,5.269688859618481,0,theory,3.303870145006801,71.7577772651085
85,7.289612678448139,2.550548562494126,19,7.899941634552722,1,theory,4.7390641159540134,100.0
57,4.622950392372825,3.6170238280614315,13,4.493686034413329,0,theory,1.0059265643113937,55.06550009244418
41,2.9622079674467785,0.5206867896014372,7,4.378305519520554,1,practice,2.4415211778453414,50.31367350698749
93,6.805487509923965,1.1271937773184693,15,5.807706993770193,0,theory,5.678293732605495,100.0
74,4.795335410979536,3.514717204893384,7,4.460839792362162,1,practice,1.2806182060861522,57.90055949466127
55,2.1904859001279737,0.26401980234264044,8,6.925392211031015,1,theory,1.9264660977853332,59.00915265712605
80,9.105150711127472,2.4329883112187654,5,5.1313762540829995,1,theory,6.672162399908706,81.44009710865687
75,7.220996718486889,2.996844828314669,14,8.478489815996863,0,practice,4.2241518901722195,95.72063643996214
72,7.148654708009333,3.010728220262405,4,7.917500404226283,0,practice,4.1379264877469275,64.16865213429408
43,8.403254883205065,0.11466405634021015,10,7.498526030497381,1,theory,8.288590826864855,88.87500903108197
72,5.76695510789573,1.6105400211459275,15,7.08472013692251,0,theory,4.156415086749803,94.72120104308149
53,8.335489855622114,3.18245325524577,18,8.317328651707317,1,theory,5.153036600376344,95.94105679565403
60,5.482816781599052,0.7449986807462172,13,5.115310307713784,0,practice,4.737818100852834,77.31882786118538
87,1.6045785992413908,3.477078241640266,8,8.365544213821138,1,practice,-1.8724996423988753,57.277050493279326
59,4.6472327922491985,3.7296260440683726,9,7.9474614921202615,0,theory,0.9176067481808259,52.85106678835557
95,5.4771840458190155,4.909845952230726,16,7.740804131938428,1,theory,0.5673380935882895,82.97566250753069
47,7.481823234690662,1.049209974282047,19,6.8062783903746205,1,practice,6.432613260408615,94.32629388781335
46,1.9592085711580691,4.125653338330576,16,5.231220804853001,1,theory,-2.1664447671725067,45.92836077111849
42,2.260166847944041,2.6014828845932705,7,6.117739579959482,1,practice,-0.3413160366492294,33.29769204854127
56,3.373154223711548,1.8673129807208673,14,7.967853272694008,0,practice,1.5058412429906807,68.854172799188
72,3.3984855403379397,0.6118837866258897,14,4.158892421786622,1,practice,2.78660175371205,80.13394198656505
87,7.589661206131561,3.6775280324376878,4,7.910253846318792,0,practice,3.9121331736938734,75.1620579355041
51,3.25657594505438,1.1792879957184355,15,5.200353702437832,0,practice,2.077287949335944,66.92263911808442
98,6.697882570217028,1.8571100093652286,3,4.721546003608015,1,practice,4.8407725608518,81.89868618569791
90,5.448464651244443,0.3127111344868422,5,4.578506590901511,0,theory,5.1357535167576005,75.29708006476075
61,6.159649403614606,4.006834579097595,1,4.136250059754076,0,practice,2.1528148245170105,39.64394580980763
94,8.542962668604662,3.832942619858217,3,6.617932426107265,0,practice,4.710020048746445,74.29402265234347
61,4.639433513941219,3.6680791502115624,15,5.091299363468647,1,theory,0.9713543637296564,66.40383339135916
85,7.938202393578434,1.4972175524594333,8,8.947158828898157,0,practice,6.4409848411190005,95.8185162034653
69,4.798324535956186,0.8674003713297862,4,6.872183779361029,0,theory,3.9309241646263997,73.37445349126256
77,4.184842389051245,3.1877663223511488,2,4.689426346780052,1,practice,0.9970760667000964,55.11858358808006
77,9.627644595818985,2.4808319205660974,10,7.4438127040568265,1,theory,7.146812675252888,100.0
84,2.659338286110669,0.8912623345232079,4,8.488717832548627,0,theory,1.768075951587461,66.73321943159569
90,1.8130326451984708,3.4295563552493187,3,7.725897476848072,1,practice,-1.6165237100508478,46.05818165683358
93,7.938873329819307,4.955632159106519,2,4.382199305197238,0,practice,2.9832411707127884,65.50730094383337
47,1.6142473481868242,3.7360979387101882,17,8.479420905963298,0,practice,-2.1218505905233638,50.968854684450896
66,8.533710916327264,3.6999319334280587,13,7.969646929299824,0,practice,4.833778982899205,80.31628183031692
66,4.934740567215192,4.751563764652959,5,4.7915195005280715,1,theory,0.18317680256223312,53.44866930666087
73,9.239623095627227,1.014681837874511,9,4.258929443664084,0,theory,8.224941257752716,97.85401205073752
60,7.493795750097151,2.827749824607202,6,6.786552876571543,1,theory,4.666045925489949,67.18258965850754
69,6.493642003071618,4.898233575169417,5,4.780179056699884,1,practice,1.5954084279022007,52.448425727328136
72,9.543761173519892,0.8264705548508727,10,8.17295476297636,0,theory,8.717290618669018,100.0
67,4.569844357468488,3.501259797222605,8,5.791673283358369,1,practice,1.0685845602458834,61.77552708694424
86,9.586782428856697,2.92905072985951,7,8.564462223682877,1,practice,6.657731698997187,100.0
72,2.2150114967908623,2.932395460943535,7,6.828440860705029,1,theory,-0.7173839641526727,52.591997964578475
44,5.353794477391714,3.4883531376003756,6,4.913361921198341,1,practice,1.8654413397913387,50.123216943349
99,3.429201001529754,4.648084614378421,3,4.697994336799001,1,theory,-1.2188836128486669,43.96340962712699
87,5.858585010173741,3.91290969925669,19,6.88236218778877,0,practice,1.9456753109170508,88.69990733695505
58,2.4581249010242616,0.28068051708105,15,7.80941805931222,1,theory,2.177444383943212,74.70163116061015
43,8.57376694279039,4.263640099378556,4,7.907528238710911,0,practice,4.310126843411835,57.17047478168804
74,8.617670643831016,1.1277066496286632,12,5.3787870222064065,0,theory,7.489963994202352,88.144862645773
88,9.597126814511311,1.8845708236818597,6,5.021233794560837,0,theory,7.712555990829451,92.94005332420069
56,2.392049267949126,2.308664068061911,19,4.083781522461912,0,practice,0.08338519988721504,61.26928852544896
83,6.609992958144916,2.4045300037653483,4,7.395995756005847,0,practice,4.205462954379568,66.5068972753766
67,5.268135778303327,2.175901996276784,15,4.382841292167695,0,theory,3.092233782026543,73.61928184775026
69,4.099453588398099,4.686766471079322,9,6.103806008829629,1,practice,-0.5873128826812231,53.98224636349562
68,4.163861450207969,3.530095038320123,5,7.0084108200914805,1,practice,0.6337664118878465,52.114505983883895
85,4.715141955460771,3.1558532297835318,13,8.685544724598385,1,practice,1.5592887256772392,83.56672408955885
92,7.344329947200578,0.24921013891470778,18,5.559010684778843,0,theory,7.09511980828587,100.0
45,6.384574524413392,4.519566651301873,5,5.248860812232599,1,theory,1.8650078731115185,49.73861601670461
74,5.13713361485018,4.546950960041981,16,7.270800771430492,1,practice,0.5901826548081992,76.76374948127726
99,1.6834006933265988,3.9010653171505116,19,7.096195160267908,1,practice,-2.2176646238239126,76.87810173216887
80,1.6998880967106138,0.03514601906809578,14,5.660548916540623,0,theory,1.6647420776425181,77.72891068852634
76,1.0210545156320043,0.2864012553881168,16,8.640509177548932,1,practice,0.7346532602438876,80.0459106002402
63,9.709294493863778,1.1261185113424488,15,8.224311637448164,0,theory,8.583175982521329,100.0
68,1.0472843670254641,0.6567470407245335,4,5.119912729325406,1,practice,0.39053732630093063,45.15356186638949
88,1.927843714123704,1.9941801485186472,7,5.195712727172616,0,practice,-0.0663364343949433,50.4431995180274
85,3.831369011284698,4.613115290438948,16,6.561501734435403,0,practice,-0.78174627915425,67.97017028866408
92,8.266872266350852,2.3603021709849914,8,7.867860508653601,0,theory,5.90657009536586,100.0
70,9.65888907187706,0.06701313216082805,17,4.220201896942322,1,theory,9.591875939716232,100.0
74,8.110122029126705,1.41372844789381,16,7.466675768673533,1,theory,6.696393581232895,100.0
99,7.215042092010766,0.2229745418648077,10,7.241179486910485,0,theory,6.992067550145958,100.0
72,5.691706006722125,0.1814381130675108,10,5.1574004795649415,1,practice,5.510267893654614,85.64016500320612
91,1.7803469067596525,1.3785992654777612,2,7.406765066206744,0,practice,0.4017476412818912,62.51900397919514
60,9.623537137035374,1.3780616933947272,9,8.700915956260413,0,theory,8.245475443640647,99.56044899738377
71,7.825531725511134,3.93563301300802,17,4.2339292248588425,1,practice,3.8898987125031135,76.96329184653747
62,6.750544468008356,4.8741732639055595,11,5.598260276460312,1,practice,1.8763712041027967,67.73185065361233
72,7.831322609849648,1.8560354694499914,10,6.190883583331776,1,theory,5.975287140399657,92.1393317626296
42,7.516929963458248,2.144434394305193,17,8.496301794623449,0,practice,5.372495569153054,87.0225163011476
57,6.735084218105381,4.223947181430107,4,8.811307233045785,0,practice,2.511137036675274,62.315910212979645
64,9.825191201619894,1.340695100477567,16,6.220576232481662,1,theory,8.484496101142327,100.0
81,9.130274313724225,0.7819090220172398,15,7.750142060710956,0,practice,8.348365291706985,100.0
70,6.81998427205447,4.265448117018252,5,6.658305118822415,1,practice,2.5545361550362182,70.14016071751644
93,7.238576903112323,0.23250293220032747,6,6.688914673706883,0,practice,7.006073970911995,99.70794661930559
97,1.4643622599283899,3.0984972009970786,17,5.390497575331782,1,theory,-1.6341349410686887,72.65054531534997
42,7.029257180950353,2.809964237334034,1,5.084781229319398,1,theory,4.219292943616319,48.151051059215966
79,1.3974889393909016,1.7296022375084714,19,5.440026729620206,0,practice,-0.33211329811756984,64.11716811555618
85,6.294373812729379,1.575947605486795,4,6.781640036285396,1,practice,4.718426207242584,80.72812948100048
63,9.994181496092514,3.8592886309081065,17,4.145775930110445,1,practice,6.1348928651844075,93.56988737977213
89,6.002259232934617,0.4321230538127324,9,8.53624472178203,0,theory,5.570136179121884,93.5213114777872
71,5.258891062732,1.183921546556927,2,4.781418547748881,1,theory,4.074969516175074,60.31375978538986
86,3.8156937085502878,3.662243659190449,8,5.100443384356932,0,theory,0.15345004935983875,59.55294239246503
61,2.08470320907818,2.741602918632121,15,6.591380882238232,1,practice,-0.6568997095539411,60.34908996017946
62,7.579213043124534,0.639941042667932,7,7.550573831686396,0,practice,6.939272000456603,86.54662924840817
41,2.7333912500706736,4.410678071410301,6,4.478645273721987,1,practice,-1.677286821339627,31.93802523886639
66,2.0375381912255595,1.9672392328179578,1,5.588473487735811,1,practice,0.0702989584076017,41.06019282911957
81,4.795863937574612,4.139341876610864,15,8.843373027871785,1,practice,0.6565220609637485,76.42556447366512
41,8.158076541631877,3.9385650776385432,7,5.311714833904729,1,theory,4.219511463993333,67.15881360431925
65,7.7055809330819836,3.12212723235864,17,5.565250725315734,0,practice,4.583453700723343,81.76097752159734
56,1.4939435318182743,2.472405656475465,2,8.182492453090168,0,practice,-0.9784621246571905,34.52680328558434
79,5.096293165325405,4.897754201908785,9,4.251072158452276,0,practice,0.19853896341662036,60.76607821112501
72,5.701911184640521,0.7248253618990852,9,6.323065844044854,0,theory,4.977085822741436,77.09643954674858
48,6.800919855632399,3.625778637755574,13,5.898083822258352,0,practice,3.175141217876825,65.87878551569803
82,6.851506153989053,0.955953507323945,6,5.582933799543255,0,theory,5.8955526466651085,80.38378148684691
93,4.282275245115753,1.691315526661742,6,5.428497970223823,0,theory,2.5909597184540107,61.095687126298714
87,6.046094746031626,1.5434937168659761,3,4.456870524302046,1,theory,4.50260102916565,73.11020793440836
78,5.329556954596778,4.735179938693615,17,5.574129146758244,1,theory,0.5943770159031629,68.76703455513957
68,8.96498520870953,4.836780888941376,17,4.215262013578343,1,theory,4.128204319768154,86.04444778921527
81,5.772386193714102,0.9150772211736358,12,7.904819318222176,1,practice,4.857308972540466,99.02437604935224
94,4.969289455733454,0.11017580148752093,16,5.991138969790058,0,practice,4.859113654245934,86.80697754494152
65,4.640369047136657,3.6000401983155657,15,6.219519161599558,0,theory,1.0403288488210913,64.10609764730316
74,6.151849834901191,2.0899496693524218,13,8.467972932250657,0,theory,4.061900165548769,88.60706285707006
89,8.235792814608079,0.4442012254378219,1,7.290274919306103,1,theory,7.791591589170257,82.7217631923146
64,5.845613413427088,3.4187705278852127,17,4.040295516710599,0,practice,2.4268428855418755,77.99613226324173
63,6.954896575724874,2.7255276413034983,3,8.715874114806425,1,practice,4.229368934421375,73.17805308573713
52,7.640701902158725,4.90258411000553,15,5.185722329888556,0,theory,2.7381177921531945,72.77809773020259
99,5.681512988908587,1.1370474793068945,4,4.538070923799294,0,practice,4.544465509601692,74.57873008004991
97,4.841353509893779,2.0198893816327415,4,7.840640891904411,0,practice,2.821464128261038,72.37199857373307
46,8.889988400762046,2.7127290169771143,18,6.50238657933359,0,theory,6.177259383784932,88.4863883035965
96,4.757554756251029,3.958499942266758,17,6.168852830090088,1,theory,0.7990548139842706,93.92402496785922
75,5.157485655180288,2.7441932836002936,19,5.247515398413709,1,practice,2.4132923715799945,90.65201945721272
84,9.913071820075993,3.064500804309746,11,6.7373574493115935,0,practice,6.848571015766247,98.47930847499816
59,1.0021377121829613,1.1307352579497039,3,5.371923026012937,1,practice,-0.12859754576674254,42.472867181446084
40,2.669256186190502,4.2345936404427995,8,8.507915026435338,0,theory,-1.5653374542522975,40.363661839533854
47,4.455675009277532,2.1431527348523787,14,5.076022398665964,0,theory,2.3125222744251532,73.47243027441499
85,9.393309184827276,0.7047981376088464,1,8.421775752278768,0,theory,8.68851104721843,97.69970570593495
55,1.6302673517272392,3.3209395725270867,14,6.797027128636785,0,practice,-1.6906722207998475,48.37049013386818
53,1.0853689026564828,1.0804522659265374,2,8.142440669476205,1,practice,0.004916636729945356,41.816472539527204
51,1.4741545237950573,0.4878125511964987,4,7.564229979304775,0,theory,0.9863419725985586,47.63474605919956
90,1.7968906955225634,4.309934542021361,19,7.483475557183743,0,practice,-2.513043846498798,63.966622790117455
62,1.338370958856348,2.300811322442198,6,5.621729038475278,1,theory,-0.9624403635858503,45.711717949405674
54,5.318031941708543,3.746418563478882,1,5.169484657361018,0,practice,1.5716133782296606,34.134053056912634
67,6.22681486504595,1.4529377990317753,17,5.054431138403941,1,theory,4.773877066014174,87.97574465984708
73,3.445182739621037,3.934850674588332,8,8.285958285297944,0,practice,-0.489667934967295,58.996741169396095
41,4.58458645578072,0.5596796351076516,19,8.1021341012951,0,practice,4.024906820673068,83.07442057764231
71,1.8252940160028712,1.7798668689742636,1,6.202867640061537,0,theory,0.04542714702860762,40.21974791500785
62,4.027334174455799,4.8903090898676425,5,4.662023067482273,0,theory,-0.8629749154118436,36.149049005822135
61,5.702672724710708,3.9699485818400304,16,5.911261259887292,0,theory,1.7327241428706777,74.06281666758903
90,7.590446264661806,2.486279651573441,6,7.096717270684557,0,theory,5.104166613088365,78.66225912669384
64,1.030117258386813,1.6988873578094255,8,6.272015772399764,1,theory,-0.6687700994226125,43.77721280812982
97,5.205796898838873,4.360678500112383,13,7.900946342414975,0,practice,0.8451183987264903,73.67931491757493
61,3.6730258880939397,2.724238795422578,16,8.988114111256927,1,theory,0.9487870926713615,74.06677436453745
97,8.675396395227112,3.7921250893455554,3,4.9556604422444845,1,theory,4.883271305881557,73.84398707761581
97,7.439979837108178,3.7705384015808203,19,6.298254098297862,0,theory,3.6694414355273572,100.0
61,6.301976810238053,0.08972839284245915,12,6.15491950960411,1,theory,6.212248417395594,84.14961881190686
88,3.4953908112709624,0.6312689139630673,16,5.522462663744754,0,theory,2.864121897307895,85.68731260274463
91,9.193051918517808,3.2981468319737113,11,4.990477583601448,1,practice,5.894905086544097,92.46011509532636
81,1.4059060949829085,0.8080990564293572,10,4.3284605824482965,0,theory,0.5978070385535513,58.71847095346572
45,1.9852083881120364,1.2774667232780235,4,8.435596586118493,1,theory,0.7077416648340129,39.393171948113334
54,4.524671264863205,4.7331897709980355,12,6.099243488431588,1,theory,-0.2085185061348307,58.76247567223881
93,2.119938015671707,2.8009112918745593,2,6.4844775925002445,0,practice,-0.6809732762028524,44.95659881212923
82,9.607741278034824,3.7536475349967358,19,8.58471024100458,1,practice,5.854093743038089,100.0
99,8.18190389929045,2.7899036939131996,5,7.881452387579739,0,theory,5.392000205377251,100.0
76,3.330843864416323,2.7625680739136262,8,4.652506320585921,0,theory,0.5682757905026969,57.31792814847337
72,6.296988060759208,0.4707595506284895,7,6.827099838038712,0,practice,5.8262285101307185,86.8974242681464
47,9.840974635720734,1.7183159630455154,14,6.211261382597796,0,practice,8.122658672675218,95.13027311038117
92,8.957790803183526,1.4121544934325585,3,7.986055362893814,0,practice,7.545636309750968,92.73788947461047
99,6.407186017979782,1.9536418280680663,18,7.621162738059747,1,theory,4.453544189911716,100.0
83,9.133515704577434,3.9917209411216414,16,7.452028609555359,1,theory,5.141794763455792,99.31892909926138
83,9.90266418832023,1.8596633395843243,19,5.702724177399484,1,practice,8.043000848735906,100.0
44,7.690175406042617,2.2584840961584134,19,8.024818651996274,0,theory,5.431691309884204,84.71751799124097
78,1.5848776853460462,1.9869069524265826,18,4.261956477974306,1,practice,-0.4020292670805363,59.79782997569744
43,4.614222127829387,0.467039859876478,16,4.7981245071608365,1,practice,4.147182267952909,75.1045401530637
45,8.54043161754921,2.2053607912539186,8,5.678116364889559,1,practice,6.335070826295292,83.8986475988848
84,3.075122762245171,0.9780463652225752,1,4.384037205346407,1,theory,2.0970763970225956,60.14414001093804
71,8.475782659755621,0.9336164788652074,17,5.174971387673458,1,practice,7.542166180890414,100.0
91,2.0830488583149633,0.47018052217133177,12,8.15075491498959,0,practice,1.6128683361436316,78.56299214664658
69,1.4225082143303172,1.7833548707088238,11,8.741257688950396,0,theory,-0.36084665637850666,44.53939553404028
86,4.456815503421247,3.7874094239470866,5,5.523011778870952,1,practice,0.6694060794741601,57.17387684561582
74,1.3305874368395227,1.3822084529169802,12,5.322579019944191,0,theory,-0.051621016077457504,50.853673483399405
94,9.61543236684993,1.5617455094275678,17,5.3994632612321345,0,practice,8.053686857422363,100.0
79,8.435851262145693,3.213373288362118,6,5.388595436754219,1,theory,5.222477973783575,79.18970079908514
